Discovered 1223 test files (0 tests) under ['tests']; running with -j 64
                        git_cmd + ["checkout", "-B", branch, f"origin/{branch}"],
                        cwd=PROJECT_ROOT,
                        capture_output=True,
                        text=True,
                    )
                    if track_result.returncode != 0:
                        # Restore the user's prior branch + stash before bailing
                        # so we don't leave them stranded in a weird state.
                        if auto_stash_ref is not None:
                            _restore_stashed_changes(
                                git_cmd,
                                PROJECT_ROOT,
                                auto_stash_ref,
                                prompt_user=False,
                                input_fn=gw_input_fn,
                            )
                        print(f"✗ Branch '{branch}' does not exist locally or on origin.")
                        if track_result.stderr.strip():
                            print(f"  {track_result.stderr.strip().splitlines()[0]}")
                        sys.exit(1)
            else:
                auto_stash_ref = _stash_local_changes_if_needed(git_cmd, PROJECT_ROOT)
    
            prompt_for_restore = (
                auto_stash_ref is not None
                and not assume_yes
                and (gateway_mode or (sys.stdin.isatty() and sys.stdout.isatty()))
            )
    
            # Check if there are updates
            result = subprocess.run(
                git_cmd + ["rev-list", f"HEAD..origin/{branch}", "--count"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
                check=True,
            )
>           commit_count = int(result.stdout.strip())
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^
E           ValueError: invalid literal for int() with base 10: ''

argo_cli/main.py:8970: ValueError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Fetching updates...
  ⚠ Currently on branch 'main' — switching to release for update...
____________ test_cmd_update_falls_back_to_reset_when_ff_only_fails ____________

monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f80378e6590>
tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1735/test_cmd_update_falls_back_to_0')
capsys = <_pytest.capture.CaptureFixture object at 0x7f80379f20d0>

    def test_cmd_update_falls_back_to_reset_when_ff_only_fails(monkeypatch, tmp_path, capsys):
        """When --ff-only fails (diverged history), update resets to origin/{branch}."""
        _setup_update_mocks(monkeypatch, tmp_path)
        monkeypatch.setattr("shutil.which", lambda name: "/usr/bin/uv" if name == "uv" else None)
    
        side_effect, recorded = _make_update_side_effect(ff_only_fails=True)
        monkeypatch.setattr(argo_main.subprocess, "run", side_effect)
    
        argo_main.cmd_update(SimpleNamespace())
    
        reset_calls = [c for c in recorded if "reset" in c and "--hard" in c]
        assert len(reset_calls) == 1
>       assert reset_calls[0] == ["git", "reset", "--hard", "origin/main"]
E       AssertionError: assert ['git', 'rese...igin/release'] == ['git', 'rese...'origin/main']
E         
E         At index 3 diff: 'origin/release' != 'origin/main'
E         Use -v to get more diff

tests/argo_cli/test_update_autostash.py:495: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Fetching updates...
  ⚠ Currently on branch 'main' — switching to release for update...
→ Found 3 new commit(s)
→ Pulling updates...
  ⚠ Fast-forward not possible (history diverged), resetting to match remote...
→ Updating Python dependencies...

✓ Code updated!

→ Syncing bundled skills...
  + 90 new: apple-notes, apple-reminders, findmy, imessage, macos-computer-use, claude-code, codex, kanban-codex-lane, opencode, argo-agent, architecture-diagram, ascii-art, ascii-video, baoyu-article-illustrator, baoyu-comic, baoyu-infographic, claude-design, comfyui, ideation, design-md, excalidraw, humanizer, manim-video, p5js, pixel-art, popular-web-designs, pretext, sketch, songwriting-and-ai-music, touchdesigner-mcp, jupyter-live-kernel, kanban-orchestrator, kanban-worker, webhook-subscriptions, dogfood, himalaya, minecraft-modpack-server, pokemon-player, codebase-inspection, github-auth, github-code-review, github-issues, github-pr-workflow, github-repo-management, native-mcp, gif-search, heartmula, songsee, spotify, youtube-content, evaluating-llms-harness, weights-and-biases, huggingface-hub, llama-cpp, obliteratus, serving-llms-vllm, audiocraft-audio-generation, segment-anything-model, dspy, obsidian, airtable, google-workspace, linear, maps, nano-pdf, notion, ocr-and-documents, powerpoint, teams-meeting-pipeline, godmode, arxiv, blogwatcher, llm-wiki, polymarket, research-paper-writing, openhue, xurl, node-inspect-debugger, plan, python-debugpy, requesting-code-review, spike, subagent-driven-development, systematic-debugging, test-driven-development, writing-plans, debugging-argo-tui-commands, argo-agent-skill-authoring, argo-s6-container-supervision, yuanbao

→ Syncing bundled skills to all profiles...
  default: sync failed

→ Checking configuration for new options...
  ✓ Configuration is up to date

✓ Update complete!

ℹ Skill curator
  Background skill maintenance is enabled. First pass is deferred ~7d after installation; only agent-created skills are in scope and nothing is ever auto-deleted (archive is recoverable).
  Preview now:  argo curator run --dry-run
  Pause it:     argo curator pause
  Docs:         https://hermes-agent.nousresearch.com/docs/user-guide/features/curator

Tip: You can now select a provider and model:
  argo model              # Select provider and model
_____________ test_cmd_update_switches_to_main_from_feature_branch _____________

monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f803799be10>
tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1735/test_cmd_update_switches_to_ma0')
capsys = <_pytest.capture.CaptureFixture object at 0x7f8037da1d10>

    def test_cmd_update_switches_to_main_from_feature_branch(monkeypatch, tmp_path, capsys):
        """When on a feature branch, update checks out main before pulling."""
        _setup_update_mocks(monkeypatch, tmp_path)
        monkeypatch.setattr("shutil.which", lambda name: "/usr/bin/uv" if name == "uv" else None)
    
        side_effect, recorded = _make_update_side_effect(current_branch="fix/something")
        monkeypatch.setattr(argo_main.subprocess, "run", side_effect)
    
        argo_main.cmd_update(SimpleNamespace())
    
        checkout_calls = [c for c in recorded if "checkout" in c and "main" in c]
>       assert len(checkout_calls) == 1
E       assert 0 == 1
E        +  where 0 = len([])

tests/argo_cli/test_update_autostash.py:530: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Fetching updates...
  ⚠ Currently on branch 'fix/something' — switching to release for update...
→ Found 3 new commit(s)
→ Pulling updates...
→ Updating Python dependencies...

✓ Code updated!

→ Syncing bundled skills...
  ✓ Skills are up to date

→ Syncing bundled skills to all profiles...
  default: sync failed

→ Checking configuration for new options...
  ✓ Configuration is up to date

✓ Update complete!

ℹ Skill curator
  Background skill maintenance is enabled. First pass is deferred ~7d after installation; only agent-created skills are in scope and nothing is ever auto-deleted (archive is recoverable).
  Preview now:  argo curator run --dry-run
  Pause it:     argo curator pause
  Docs:         https://hermes-agent.nousresearch.com/docs/user-guide/features/curator

Tip: You can now select a provider and model:
  argo model              # Select provider and model
_____________ test_cmd_update_switches_to_main_from_detached_head ______________

monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f803669b610>
tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1735/test_cmd_update_switches_to_ma1')
capsys = <_pytest.capture.CaptureFixture object at 0x7f803799be90>

    def test_cmd_update_switches_to_main_from_detached_head(monkeypatch, tmp_path, capsys):
        """When in detached HEAD state, update checks out main before pulling."""
        _setup_update_mocks(monkeypatch, tmp_path)
        monkeypatch.setattr("shutil.which", lambda name: "/usr/bin/uv" if name == "uv" else None)
    
        side_effect, recorded = _make_update_side_effect(current_branch="HEAD")
